,News,Category
3986,မြန်မာ_အသင်း_သည်_လက်ရှိတွင်_ဖီဖာ_ကမ္ဘာ့_အဆင့်_ရပ်တည်_မှု_ကျဆင်း_နေ_မှု_ကြောင့်_ပြိုင်ဘက်_အသင်း_ကောင်း_များ_အား_ဖိတ်ခေါ်_ခြေစမ်း_ရန်_အခက်_တွေ့_နေ_ရ_ကြောင်း_အဖွဲ့ချုပ်_တာဝန်ရှိသူ_တစ်ဦး_က_ပြောသည်_။_,Sports
3987,မြန်မာ_အသင်း_သည်_အိုမန်_အသင်း_နှင့်_ခြေစမ်းပွဲ_မတိုင်မီ_နိုဝင်ဘာ_၄_ရက်_က_ဒေသတွင်း_ပြိုင်ဘက်_အင်ဒိုနီးရှား_အသင်း_နှင့်_သုဝဏ္ဏ_ကွင်း_၌_ခြေစမ်း_ကစား_ခဲ့_ရာ_ဂိုး_မရှိ_သရေ_ရလဒ်_ထွက်ပေါ်_ခဲ့_သည်_။_,Sports
3988,ရန်ကုန်_တွင်_လက်ခံ_ကျင်းပ_မည့်_ဆူဇူကီး_ဖလား_ပြိုင်ပွဲ_၌_ကွင်း_အတွင်း_လာရောက်_အားပေး_မည့်_ပရိသတ်_များ_ကို_အရက်မူး_တိုင်း_ကိရိယာ_ဖြင့်_စစ်ဆေး_မည်_ဖြစ်ပြီး_သတ်မှတ်_အတိုင်းအတာ_ထက်_ကျော်_လွန်_ပါ_က_ဝင်ရောက်_ခွင့်ပြု_မည်_မဟုတ်_ကြောင်း_အဖွဲ့ချုပ်_အမှုဆောင်အရာရှိချုပ်_ဦး_ဘုန်း_နိုင်_ဇော်_က_ပြောကြား_သည်_။_,Sports
3989,ဘောလုံးကွင်း_နဲ့_အနီး_တစ်ဝိုက်_မှာ_အရက်သေစာ_သောက်စား_ခွင့်_မ_ပြု_ဘူး_။_ပြိုင်ပွဲ_နေ့_တွေ_ကျ_ရင်_လည်း_မြို့နယ်အုပ်ချုပ်ရေးမှူး_တွေ_က_စားသောက်ဆိုင်_တွေ_ကို_ပိတ်_ထား_ဖို့_အမိန့်ထုတ်_ပြန်_ပေး_မယ်_လို့_ပြောထား_တယ်_။_ကွင်း_ထဲ_ကို_ဝင်_ဖို့_အတွက်_လည်း_အရက်မူး_တိုင်း_ကိရိယာ_နဲ့_စစ်_မယ်_။_သတ်_မှတ်ထား_တာ_ထက်_ကျော်_လွန်_နေ_မယ်_ဆို_ရင်_တော့_ပေး_ဝင်_မှာ_မဟုတ်_ဘူး_။_နည်းနည်း_သောက်_ပြီး_အရမ်း_မူး_ပြ_နေ_ရင်_လည်း_ပေး_ဝင်_မှာ_မဟုတ်_ဘူး_ဟု_နိုဝင်ဘာ_၁၀_ရက်_က_အဖွဲ့ချုပ်_ရုံး_၌_ပြုလုပ်_သည့်_ပြိုင်ပွဲ_အကြို_သတင်းစာ_ရှင်းလင်းပွဲ_၌_ဦး_ဘုန်း_နိုင်_ဇော်_က_ပြောသည်_။_,Sports
3990,ထို့ပြင်_ပရိသတ်_များ_လုံခြုံမှု_ရှိ_စေရန်_လုံခြုံရေး_အင်အား_နှစ်_ထောင်_ကျော်_အသုံးပြု_မည်_ဖြစ်ပြီး_ဆိုးသွမ်း_ပရိသတ်_များ_ကို_တည်ဆဲဥပဒေ_များ_အတိုင်း_ထိရောက်စွာ_အရေးယူ_ဆောင်ရွက်_မည်_ဖြစ်ကြောင်း_၎င်း_က_ပြောသည်_။_,Sports
3991,ကွင်း_ထဲ_မှာ_ထိုင်ခုံ_မတော်တဆ_ကျိုး_သွား_ရင်_ပြဿနာ_မရှိ_ဘူး_။_တမင်_ရိုက်_ချိုး_နေ_တာ_ဆို_ရင်_တော့_ရဲတပ်ဖွဲ့_က_ဖမ်း_မယ်_။_အဖွဲ့ချုပ်_က_ပြည်သူပိုင်_ပစ္စည်း_ဖျက်ဆီး_မှု_နဲ့_တရားစွဲ_မယ်_။_ပရိသတ်_တွေ_ကြား_ထဲ_မှာ_လည်း_လုံခြုံရေး_တွေ_ချ_သွား_ဖို့_ရှိ_တယ်_။_ကွင်း_ပတ်လည်_မှာ_လည်း_CCTV_အလုံး_၅၀_လောက်_တပ်ဆင်_ထား_တယ်_ဟု_ဦး_ဘုန်း_နိုင်_ဇော်_က_ပြောသည်_။_,Sports
3992,ကွင်း_အတွင်း_သို့_အရာဝတ္ထု_များ_ဖြင့်_ပစ်_ပေါက်_ခြင်း_၊_ကွင်း_အတွင်း_ရှိ_ပစ္စည်း_များ_ဖျက်ဆီး_ခြင်း_များ_ပြုလုပ်သည်_ကို_တွေ့_ရှိ_ပါ_က_ချက်ချင်း_အရေးယူ_ဆောင်ရွက်_မည်_ဖြစ်ပြီး_မှောင်ခို_လက်မှတ်_ရောင်းချ_သူများ_ကို_လည်း_အရေးယူ_ရန်_ရဲတပ်ဖွဲ့_သို့_တိုက်တွန်း_ထား_ကြောင်း_အဖွဲ့ချုပ်_တာဝန်ရှိသူ_တစ်ဦး_က_ဆိုသည်_။_,Sports
3993,၂၀၁၆_ဆူဇူကီး_ဖလား_ပြိုင်ပွဲ_အုပ်စု_(_ခ_)_တွင်_မြန်မာ_၊_ဗီယက်နမ်_၊_မလေးရှား_နှင့်_ကမ္ဘောဒီးယား_အသင်း_တို့_ပါ_ဝင်နေ_ပြီး_နိုဝင်ဘာ_၂၀_ရက်_၌_စတင်_ကျင်းပ_မည့်_ယင်း_အုပ်စု_ပွဲ_များ_ကို_ရန်ကုန်_မြို့_သုဝဏ္ဏ_ကွင်း_၌_လက်ခံ_ကျင်းပ_မည်_ဖြစ်သည်_။_,Sports
3994,ရီးရဲလ်_တိုက်စစ်မှူး_ဂါရတ်ဘေးလ်_သည်_ဝေးလ်စ်_ဘောလုံး_အဖွဲ့ချုပ်_၏_တစ်_နှစ်_တာ_အကောင်းဆုံး_ကစားသမား_ဆု_ကို_ခြောက်_ကြိမ်မြောက်_ရရှိ_ခဲ့_သည်_။_,Sports
3995,စတုတ်_ကွင်းလယ်_ကစားသမား_ဂျိုး_အယ်လ်_လင်_ကမူ_ပရိသတ်_နှင့်_ကစားသမား_များ_က_ပေး_သော_တစ်_နှစ်_တာ_အကောင်းဆုံး_ကစားသမား_ဆု_နှစ်_ဆု_ရရှိ_ခဲ့_သည်_။_,Sports
3996,ထို့အပြင်_အင်္ဂလန်_လိဂ်_ဒုတိယ_တန်း_မှ_အိတ်ခ်_တာ_စီးတီး_အသင်း_တွင်_ကစား_နေ_သော_လူငယ်_ကစားသမား_အီ_သန်_အမ်_ပါ_ဒူ_(_၁၆_)_နှစ်_သည်_အကောင်းဆုံး_လူငယ်_ကစားသမား_ဆု_ရရှိ_ခဲ့_သည်_။_,Sports
3997,မီဒီယာ_များ_က_ပေးအပ်_သော_တစ်_နှစ်_တာ_အကောင်းဆုံး_ကစားသမား_ဆု_ကို_ချန်ပီယံ_ရှစ်_တွင်_ကစား_နေ_သော_ရီး_ဒင်း_အသင်း_နောက်ခံ_လူ_ခ_ရစ္စ_ဂန်_တာ_ကရ_ရှိသည်_။_ဝေးလ်စ်_ဘောလုံး_အဖွဲ့ချုပ်_က_ပေးအပ်_သော_အထူးဆု_အနေဖြင့်_တစ်_နှစ်_တာ_အကောင်းဆုံး_နည်းပြ_ဆု_ကို_ဝေးလ်စ်_လက်ရွေးစင်_အသင်း_နည်းပြ_ခ_ရစ္စ_တယ်_ကိုး_မန်း_က_ရရှိ_ကြောင်း_ဘီဘီစီ_သတင်း_ဌာန_က_ဖော်ပြသည်_။_,Sports
3998,အလားတူ_အာဆင်နယ်_ကွင်းလယ်_ကစားသမား_အာ_ရွန်_ရမ်ဆေး_က_ဝေးလ်စ်_လက်ရွေးစင်_အသင်း_အတွက်_ပွဲစဉ်_တစ်လျှောက်_အကောင်းဆုံး_ဆု_နှင့်_ပွဲစဉ်_တစ်လျှောက်_အကောင်းဆုံး_ဂိုး_ဆု_ကို_ဝက်စ်ဘရွန်း_တိုက်စစ်မှူး_ရော့_ဆင်ကန်_နူ_က_ဘယ်လ်ဂျီယံ_နှင့်_ကွာတားဖိုင်နယ်_တွင်_သွင်း_ယူခဲ့_သော_ဂိုး_ဖြင့်_အသီးသီး_ရရှိ_ခဲ့_ကြ_သည်_။_,Sports
3999,အာဂျင်တီးနား_အသင်း_အတွက်_အရေးပါ_သော_ကမ္ဘာ့ဖလား_ခြေစစ်ပွဲ_တစ်_ပွဲ_ဖြစ်_သည့်_ဘရာဇီး_အသင်း_နှင့်_ယှဉ်ပြိုင်ကစား_မည့်_ပွဲ_တွင်_မက်ဆီ_ပြန်လည်_ပါဝင်_မည်_ဖြစ်_သော်လည်း_ကိုပါ_အမေရိက_ဖလား_ချန်ပီယံ_ချီလီ_အသင်း_အတွက်_အာဆင်နယ်_ကြယ်ပွင့်_ကစားသမား_ဆန်း_ချက်ဇ်_ဒဏ်ရာ_ကြောင့်_မ_ပါဝင်_လာ_ခြင်း_က_ကိုလံဘီယာ_အသင်း_နှင့်_ရင်ဆိုင်_ကစား_မည့်_ပွဲ_အတွက်_အထိနာ_မှု_တစ်ရပ်_ဖြစ်_ခဲ့_သည်_။_,Sports
4000,အာဂျင်တီးနား_အသင်း_သည်_မက်ဆီ_မ_ပါဝင်_နိုင်_သော_ပွဲစဉ်_သုံး_ပွဲ_တွင်_နှစ်_ပွဲ_သရေ_၊_တစ်_ပွဲ_ရှုံး_ဖြင့်_ရလဒ်_များ_ဆိုးရွား_နေ_ခဲ့_ပြီး_နောက်ဆုံး_မက်ဆီ_ပါဝင်_ခဲ့_သော_ဥရုဂွေး_နှင့်_ပွဲ_၌_တစ်လုံး_တည်း_သော_အနိုင်_ဂိုး_ကို_မက်ဆီ_က_သွင်း_ယူ_ပေး_ခဲ့_သည်_။_နည်းပြ_သစ်_လက်ထက်_တွင်_အာဂျင်တီးနား_အသင်း_နှင့်အတူ_တစ်_ပွဲသာ_ပါဝင်_ကစား_ခွင့်_ရ_ခဲ့_သော_မက်ဆီ_ပြန်လည်_ပါဝင်လာမှု_သည်_ဘရာဇီး_အသင်း_ကို_လေး_ပွဲ_ဆက်_နိုင်_ပွဲရ_ရှိ_အောင်_စွမ်းဆောင်_ပေး_ထား_နိုင်_သော_နည်းပြ_တီတီ_အတွက်_စိန်ခေါ်မှု_တစ်ရပ်_ဖြစ်လာ_ဖွယ်_ရှိသည်_။_,Sports
4001,မက်ဆီ_သည်_ဘောလုံး_ကစား_ရာတွင်_လွန်စွာ_ကျွမ်းကျင်_ပြီး_အဆုံးသတ်_ကောင်းသော_အရည်အချင်း_ရှိ_သူ_ဖြစ်_သောကြောင့်_မိမိ_တို့_အနေဖြင့်_တတ်နိုင်သမျှ_နှစ်_ဆတိုး_၍_၎င်း_ကို_လူ_ကပ်_ကစား_ရ_မည်_ဟု_ဘရာဇီး_ကွင်းလယ်လူ_ရီ_နာ_တို_အော_ဂက်စ်_တို_က_ပြောသည်_။_မက်ဆီ_ပြန်လည်_ပါဝင်_လာ_နိုင်_မှု_အတွက်_ဝမ်းသာ_မိသည်_ဟု_အာဂျင်တီးနား_ကွင်းလယ်_ကစားသမား_လူး_ကက်စ်_ဘက်_ဂ_လီ_ယာ_က_ပြောသည်_။_ယခင်_နည်းပြ_များ_လက်ထက်_တွင်_ဘရာဇီး_အသင်း_နှင့်_အာဂျင်တီးနား_အသင်း_တို့သည်_တစ်_ဂိုး_စီ_သ_ရေကျ_ခဲ့_ကြ_သည်_။_ဘရာဇီး_နှင့်_အာ_ဂျင်း_တီး_နား_အသင်း_တို့သည်_နိုဝင်ဘာ_၁၁_ရက်_နံနက်_တွင်_ယှဉ်ပြိုင်ကစား_ကြ_မည်_ဖြစ်သည်_။_,Sports
4002,မန်ယူ_က_ဆွမ်ဆီး_ကို_၃_-_၁_ဂိုး_ဖြင့်_နိုင်_ခဲ့_သော_ပွဲ_တွင်_ဒဏ်ရာ_ကြောင့်_မန်ယူ_ကွင်းလယ်လူ_ဖယ်_လိုင်_နီ_သည်_ဘယ်လ်ဂျီယံ_အသင်း_၏_ကမ္ဘာ့ဖလား_ခြေစစ်ပွဲ_များ_နှင့်_လွဲချော်_မည်_ဟု_ဘယ်လ်ဂျီယံ_နည်းပြ_မာ_တီ_နက်ဇ်_က_ပြောကြား_သည်_။_,Sports
4003,၎င်း_သည်_ခြေသလုံး_ဒဏ်ရာ_ကြောင့်_နယ်သာလန်_၊_အက်စတိုးနီးယား_တို့_နှင့်_ပွဲ_များ_ကို_လွဲချော်_မည်_ဖြစ်သည်_။_,Sports
4004,ကျွန်တော်_တို့_မှာ_လုံလောက်_တဲ့_အဓိက_ကစားသမား_၂၄_ယောက်_ရှိပါတယ်_။_ဖယ်_လိုင်_နီ_က_လွဲ_ပြီး_လူ_စုံ_ပါဝင်_နိုင်_ပါ_တယ်_။_ဒမ်_ဘီ_လီ_ပြန်_ကစား_နိုင်_ပေ_မယ့်_နယ်သာလန်_နဲ့_ပွဲ_အတွက်_အနားပေး_ထား_ဦး_မှာ_ပါ_။_အက်စတိုးနီးယား_နဲ့_ပွဲ_မှာ_သူ့_ကို_ကျွန်တော်_တို့_အားကိုး_သွား_ပါ_မယ်_ဟု_ဆွမ်ဆီး_နှင့်_အဲဗာတန်_နည်းပြ_ဟောင်း_မာ_တီ_နက်ဇ်_က_ပြောကြား_သည်_။_,Sports
4005,ဒီ_ဘ_ရိုင်_နီ_သည်_အနည်းငယ်_မောပန်း_နေ_သော်လည်း_ပါဝင်_ရန်_သေချာ_သည်_ဟု_၎င်း_က_ပြောသည်_။_ကွန်_ပ_နီ_ပြန်_ပါလာ_သော်လည်း_ဟာဇက်_ကို_သာ_အသင်း_ခေါင်းဆောင်_အဖြစ်_ဆက်လက်_တာဝန်_ပေး_မည်_ဟု_မာ_တီ_နက်ဇ်_က_ပြောသည်_။_,Sports
4006,-_ဘာစီလိုနာ_နှင့်_၂၀၁၉_နှစ်_လယ်_အထိ_စာချုပ်_သက်တမ်း_ကျန်_သေး_သော်လည်း_ဥရုဂွေး_တိုက်စစ်မှူး_လူး_ဝစ်_ဆွာရက်ဇ်_သည်_စာချုပ်_သစ်_ထပ်_ချုပ်_ရန်_နီးစပ်_နေ_ပြီ_ဖြစ်_ကာ_နည်းပြ_လူး_ဝစ်_အင်းနရစ်_နှင့်အတူ_နောက်ထပ်_ဆုဖလား_များ_ရယူ_လို_သည်_ဟု_ပြောသည်_။_,Sports
4007,-_အကြမ်းဖက်_တိုက်ခိုက်ရန်_ကြံစည်_မှု_ရှိသည်_ဆို_သော_သတင်း_များ_ထွက်ပေါ်_ခဲ့_ပြီး_နောက်_အယ်လ်ဘေးနီးယား_-_အစ္စရေး_ကမ္ဘာ့ဖလား_ခြေစစ်ပွဲ_ကို_အခြား_ဘောလုံးကွင်း_တွင်_ကျင်းပ_ရန်_စီစဉ်_ထားသည်_။_,Sports
4008,-_အဲဗာတန်_နည်းပြ_ရော်_နယ်_ကိုး_မန်း_ကလူ_ကာ_ကူသည်_ကိန်း_ခြေ_စွမ်း_မျိုး_ပိုင်ဆိုင်_သော_တိုက်စစ်မှူး_ဖြစ်_သောကြောင့်_အဲဗာတန်_မှ_ထွက်ခွာ_ပြီး_အသင်း_ကြီး_တစ်_သင်း_တွင်_ကစား_သင့်_သည်_ဟု_ပြောသည်_။_,Sports
4009,-_ပြီးခဲ့သည့်_နွေရာသီ_က_မန်ယူ_တိုက်စစ်မှူး_ဝိန်း_ရွန်းနေ_ကို_တရုတ်_က_ခေါ်_ယူ_ရန်_ကြိုးပမ်း_မှု_ကို_၎င်း_က_ပယ်_ချခဲ့_ကြောင်း_ဘေဂျင်း_ကူ_ဝန်_အသင်း_ဥက္ကဋ္ဌ_လို_နင်း_က_ပြောသည်_။_,Sports
4010,-_မန်စီးတီး_ကွင်းလယ်လူ_ကီ_ဗင်_ဒီ_ဘ_ရိုင်_နီ_သည်_လက်ရွေးစင်_အသင်း_သို့_ပြန်လာ_ချိန်_၌_အရန်_ခုံ_တွင်_ထိုင်_ခိုင်း_နိုင်ခြေ_ရှိသည်_ဟု_ဘယ်လ်ဂျီယံ_နည်းပြ_ရော_ဘတ်_တို_မာ_တီ_နက်ဇ်_က_ပြောသည်_။_,Sports
4011,၂၀၁၇_မလေးရှား_ဆီးဂိမ်း_ပြိုင်ပွဲ_အတွက်_ပြင်ဆင်_လေ့ကျင့်_မည့်_ပဏာမ_မြန်မာ့_လက်ရွေးစင်_ယူ_-_၂၂_ဘောလုံးအသင်း_၏_ကစားသမား_၂၆_ဦး_စာရင်း_ကို_မြန်မာနိုင်ငံ_ဘောလုံး_အဖွဲ့ချုပ်_က_ထုတ်ပြန်_လိုက်_ပြီး_နိုဝင်ဘာ_၁၅_ရက်_တွင်_စုစည်း_လေ့ကျင့်_မည်_ဟု_သတင်းရ_ရှိသည်_။_,Sports
4012,အဆိုပါ_စာရင်း_တွင်_၂၀၁၅_စင်ကာပူ_ဆီးဂိမ်း_ပြိုင်ပွဲဝင်_အသင်း_မှ_တိုက်စစ်မှူး_ရှိုင်း_သူရ_၊_နောက်ခံ_လူ_စည်သူအောင်_နှင့်_သိန်း_နိုင်_ဦး_တို့_ပြန်လည်_ပါဝင်_ခဲ့_သည်_။_,Sports
4013,သို့သော်_လက်ရှိ_မြန်မာ့_လက်ရွေးစင်_အသင်း_တွင်_ရွေးချယ်_ခံထား_ရ_သည့်_အသက်_(_၂၂_)_နှစ်_အောက်_ကစားသမား_များ_ကို_ဆူဇူကီး_ဖလား_ပြိုင်ပွဲ_ပြီး_မှ_ထပ်မံ_ရွေးချယ်_မည်_ဟု_အဖွဲ့ချုပ်_မီဒီယာ_တာဝန်ခံ_ဦးဇော်မင်းထိုက်_က_ပြောသည်_။_,Sports
4014,မြန်မာ_ယူ_-_၂၂_အသင်း_ကို_ပြီးခဲ့သည့်_ဆီးဂိမ်း_၌_ငွေတံဆိပ်_ဆု_ရရှိ_အောင်_စွမ်းဆောင်_ပေး_နိုင်_ခဲ့_သည့်_နည်းပြချုပ်_ဦးကြည်လွင်_နှင့်_နည်းပြ_အဖွဲ့_ကပင်_တာဝန်ယူ_ကိုင်တွယ်_မည်_ဖြစ်သည်_။_,Sports
4015,ထို့အပြင်_မြန်မာ_အသင်း_၏_ပထမဆုံး_ခြေစမ်းပွဲ_အဖြစ်_ဒီဇင်ဘာ_အတွင်း_မလေးရှား_ယူ_-_၂၂_အသင်း_နှင့်_ရန်ကုန်_မြို့_၌_ခြေစမ်းပွဲ_နှစ်_ပွဲ_ယှဉ်ပြိုင်ကစား_မည်_ဖြစ်ကြောင်း_အဖွဲ့ချုပ်_ထုတ်ပြန်ချက်_၌_ပါ_ရှိသည်_။_,Sports
4016,(_၂၉_)_ကြိမ်မြောက်_အရှေ့တောင်_အာရှ_အားကစား_ပြိုင်ပွဲ_အမျိုးသား_ဘောလုံးပြိုင်ပွဲ_ကို_ယခုနှစ်_က_စတင်_၍_အသက်_(_၂၂_)_နှစ်_အောက်အ_ဖြစ်_သတ်_မှတ်ထားသည်_။_,Sports
4017,ပဏာမ_မြန်မာ့_လက်ရွေးစင်_ယူ_-_၂၂_အသင်း_,Sports
4018,ဂိုး_-_ဘုန်း_သစ္စာ_မင်း_၊_ဆန်း_ဆက်_နိုင်_၊_ပြည့်လျှံ_အောင်_,Sports
4019,နောက်တန်း_-_ထိုက်ထိုက်_အောင်_၊_နန်း_ဝေ_မင်း_၊_ထ_လျန်_ဟုပ်_ထန်း_၊_နိုင်_လင်း_ထွန်း_၊_ရဲရင့်အောင်_၊_သိန်း_နိုင်_ဦး_၊_စည်သူအောင်_၊_သီ_ဟ_ထက်_အောင်_၊_အောင်_မိုး_ထွေး_၊_အောင်_ဟိန်း_စိုး_ဦး_၊_လှိုင်_မျိုးအောင်_၊_ဟိန်း_နေ_ဆန်း_,Sports
4020,အလယ်တန်း_-_စွမ်း_ထက်_အောင်_၊_ရဲရင့်_ထွန်း_၊_မောင်မောင်_စိုး_၊_အောင်_မိုး_သူ_၊_နေ_မိုး_နိုင်_၊_မင်း_ကျော်_ခန့်_၊_ရန်_ပိုင်_စိုး_,Sports
4021,ရှေ့တန်း_-_သန်း_ဇော်_ဟိန်း_၊_ရှိုင်း_သူရ_၊_ရွှေ_ကို_၊_စ_အောင်_ပြည့်_ကို_,Sports
4022,ကမ္ဘာ့_ချန်ပီယံ_ရှစ်_စကိတ်_ပြိုင်ပွဲ_တွင်_မြန်မာနိုင်ငံ_က_စကိတ်စီး_လက်ရွေးစင်_ကစားသမား_ကိုး_ဦး_ဖြင့်_ဝင်ရောက်_ယှဉ်ပြိုင်_မည်_ဖြစ်ကြောင်း_သတင်းရ_ရှိသည်_။_,Sports
4023,၂၀၁၆_ကမ္ဘာ့_ချန်ပီယံ_ရှစ်_စကိတ်_ပြိုင်ပွဲ_ကို_နိုဝင်ဘာ_၁၈_မှ_၂၂_ရက်_အထိ_ထိုင်းနိုင်ငံ_ဘန်ကောက်_မြို့_တွင်_ကျင်းပ_မည်_ဖြစ်ပြီး_ယင်း_ပြိုင်ပွဲဝင်_ရောက်_ယှဉ်ပြိုင်_ရန်_လက်ရွေးစင်_ကစားသမား_၁၀_ဦး_ကို_ကမ္ဘာ့_အဖွဲ့ချုပ်_သို့_စာရင်း_ပေးသွင်း_ထား_သော်လည်း_လက်ရွေးစင်_ကစားသမား_တင်_ထွန်း_နိုင်_မှာ_မှတ်ပုံတင်_မရှိ_ခြင်း_ကြောင့်_ယင်း_ပြိုင်ပွဲ_နှင့်_လွဲချော်_မည်_ဖြစ်ကြောင်း_မြန်မာနိုင်ငံ_စကိတ်စီး_ဝါသနာရှင်_များ_အသင်း_ဥက္ကဋ္ဌ_ကို_လွင်_လတ်_က_ပြောသည်_။_,Sports
4024,ကျွန်တော်_တို့_အနေ_နဲ့_ဒီ_ပြိုင်ပွဲ_ကို_ဝင်_ပြိုင်_ဖို့_အတွက်_လက်ရွေးစင်_ကစားသမား_၁၀_ယောက်_ရွေးချယ်_ခဲ့_ပြီး_ကမ္ဘာ့_အဖွဲ့ချုပ်_ကို_စာရင်း_ပေး_ခဲ့_တယ်_။_ဒါပေမဲ့_တင်_ထွန်း_နိုင်_က_နိုင်ငံသား_ကတ်_မရှိ_တဲ့_အတွက်_ပတ်စ်ပို့_လုပ်_လို့_မ_ရ_ဘူး_။_ဒါကြောင့်_ကိုး_ယောက်_နဲ့_ပဲ_ဝင်_ပြိုင်_ရ_မှာ_ပါ_ဟု_ကို_လွင်_လတ်_က_ပြောကြား_သည်_။_ကမ္ဘာ့_ချန်ပီယံ_ရှစ်_စကိတ်_ပြိုင်ပွဲ_တွင်_ဝင်ရောက်_ယှဉ်ပြိုင်_မည့်_ကစားသမား_များ_စခန်း_သွင်း_လေ့ကျင့်_လျက်_ရှိ_ပြီး_ဆုတံဆိပ်_မျှော်မှန်း_နိုင်ခြေ_မ_ရှိသော်လည်း_အကောင်းဆုံး_ကြိုးစား_မည်_ဖြစ်ကြောင်း_၎င်း_က_ဆိုသည်_။_,Sports
4025,မလေးရှား_နိုင်ငံ_၌_ပြီးခဲ့သည့်_မေလ_က_ကျင်းပ_ခဲ့_သော_တတိယ_အကြိမ်_အာဆီယံ_ဖ_ရီး_စတိုင်_စကိတ်_ချန်ပီယံ_ရှစ်_ပြိုင်ပွဲ_သို့_ဝင်ရောက်_ယှဉ်ပြိုင်_ခဲ့_သည့်_မြန်မာ_စကိတ်စီး_အားကစား_အ_ဖွဲ့သည်_ဆုတံဆိပ်_ရရှိ_ခြင်း_မ_ရှိသော်လည်း_နှစ်_မိနစ်_အတွင်း_စည်း_ချက်_ညီ_အလှ_စီး_ပြ_ရ_သည့်_စကိတ်_ပြိုင်ပွဲ_၌_အဆင့်_(_၁၀_)_အတွင်း_ဝင်ရောက်_ခြင်း_ကြောင့်_လာမည့်_ကမ္ဘာ့_ချန်ပီယံ_ရှစ်_စကိတ်_ပြိုင်ပွဲ_သို့_ဝင်ရောက်_ယှဉ်ပြိုင်_ခွင့်_ရရှိ_ခဲ့_ခြင်း_ဖြစ်သည်_။_,Sports
4026,ကမ္ဘာ့_ချန်ပီယံ_ရှစ်_စကိတ်_ပြိုင်ပွဲ_တွင်_ပြိုင်ပွဲဝင်_နိုင်ငံ_၃၅_နိုင်ငံ_မှ_ကစားသမား_၁၀၀_ကျော်_ဝင်ရောက်_ယှဉ်ပြိုင်_မည်_ဖြစ်ပြီး_ပြိုင်ပွဲ_အမျိုးအစား_ငါးမျိုး_ထည့်သွင်း_ကျင်းပ_မည်_ဖြစ်_သော်လည်း_မြန်မာနိုင်ငံ_က_ပြိုင်ပွဲ_အမျိုးအစား_သုံး_မျိုး_သာ_ဝင်ရောက်_ယှဉ်ပြိုင်_မည်_ဖြစ်ကြောင်း_သတင်းရ_ရှိသည်_။_,Sports
4027,နိုင်ငံတကာ_ပြိုင်ပွဲ_များ_အတွက်_ပြင်ဆင်_နေ_သည့်_မြန်မာ့_လက်ရွေးစင်_အမျိုးသမီး_ပိုက်ကျော်ခြင်း_အသင်း_သည်_တောင်ကိုရီးယား_နိုင်ငံ_တွင်_ပြည်ပ_အသင်း_များ_နှင့်_တစ်ပတ်_ကျော်_ကြာ_ပူးတွဲ_လေ့ကျင့်_မည်_ဖြစ်ကြောင်း_သတင်းရ_ရှိသည်_။_,Sports
4028,အဆိုပါ_ပူးတွဲ_လေ့ကျင့်_မှု_ကို_တောင်ကိုရီးယား_ပိုက်ကျော်ခြင်း_အဖွဲ့ချုပ်_က_ဖိတ်ခေါ်_ခြင်း_ဖြစ်ပြီး_တောင်ကိုရီးယား_နိုင်ငံ_Jinchong_မြို့_ရှိ_ပိုက်ကျော်ခြင်း_လေ့ကျင့်ရေး_အားကစား_ရုံ_၌_နိုဝင်ဘာ_၁၇_ရက်_မှ_၂၅_ရက်_အထိ_ပြုလုပ်_မည်_ဖြစ်သည်_။_,Sports
4029,ပူးတွဲ_လေ့ကျင့်_မှု_အစီအစဉ်_တွင်_မြန်မာ_အမျိုးသမီး_ပိုက်ကျော်ခြင်း_အသင်း_သည်_အိမ်ရှင်_တောင်ကိုရီးယား_အမျိုးသမီး_ပိုက်ကျော်ခြင်း_အသင်း_အပါအဝင်_ထိုင်း_၊_ဗီယက်နမ်_နိုင်ငံ_တို့_မှ_အမျိုးသမီး_ပိုက်ကျော်ခြင်း_အသင်း_များ_နှင့်_ပါ_ပူးတွဲ_လေ့ကျင့်_မည်_ဖြစ်ကြောင်း_မြန်မာနိုင်ငံ_ပိုက်ကျော်ခြင်း_အဖွဲ့ချုပ်_အတွင်းရေးမှူး_ဦးကျော်ဇင်_မိုး_က_ပြောသည်_။_,Sports
4030,တောင်ကိုရီးယား_ပူးတွဲ_လေ့ကျင့်ရေး_ခရီးစဉ်_သို့_သွားရောက်_မည့်_မြန်မာ့_ပိုက်ကျော်ခြင်း_အမျိုးသမီး_အသင်း_တွင်_လက်ရွေးစင်_နှင့်_မျိုးဆက်_သစ်_အားကစားသမား_စုစုပေါင်း_ခြောက်_ဦး_ပါဝင်_မည်_ဖြစ်ကြောင်း_သတင်းရ_ရှိသည်_။_,Sports
4031,ယင်း_ခရီးစဉ်_တွင်_ပူးပေါင်း_လေ့ကျင့်_မှု_သာ_ပြုလုပ်_မည်_ဖြစ်ပြီး_အခြား_ဖိတ်ခေါ်_ပြိုင်ပွဲ_များ_ယှဉ်ပြိုင်_ရန်_အစီအစဉ်_မရှိ_ကြောင်း_ဦးကျော်ဇင်_မိုး_က_ပြောသည်_။_,Sports
4032,အရက်မူး_ကာ_ယာဉ်_မတော်တဆ_ဖြစ်_၍_စုံစမ်း_ခံ_နေ_ရ_သည့်_ကေ_ပေါ့ပ်_အဖွဲ့ဝင်_ဂန်_ဂျင်း_။_,Entertainment
